0,1,2,3,4,5,6,7,Label
0.37065762,0.26145732,0.21689461,0.15202294,0.12231111,0.1328629,0.121647336,0.16750938,1
0.3380334,0.26458856,0.21841776,0.18998016,0.15814085,0.16089466,0.16233261,0.15007715,1
0.29756853,0.2655568,0.22012745,0.20200169,0.12911592,0.16572477,0.14294891,0.15491956,1
0.4531427,0.37674358,0.24082111,0.21817395,0.17660077,0.14292501,0.16299243,0.1798854,1
0.29910457,0.2604946,0.21948561,0.16666463,0.128328,0.14546898,0.1400416,0.1360693,1
0.30080244,0.25638875,0.22342108,0.15902692,0.1857102,0.18215707,0.17616645,0.12950994,1
0.31838015,0.24787731,0.19044866,0.20433202,0.16191281,0.16743684,0.16162188,0.2054826,1
0.33521807,0.28774908,0.24888241,0.18005472,0.15840921,0.1471196,0.16707295,0.15610512,1
0.5783429,0.45833325,0.2582497,0.2537706,0.16339917,0.16465043,0.12199129,0.18693098,1
0.46163,0.3930312,0.25804242,0.2220855,0.15695453,0.15802328,0.15613478,0.13259657,1
0.31156534,0.29133067,0.22820447,0.15646626,0.143216,0.15067996,0.14383489,0.1434427,1
0.63141745,0.512066,0.29263875,0.21706346,0.17181662,0.14285274,0.12647499,0.13943858,1
0.2922218,0.27751943,0.2004972,0.21691526,0.16299093,0.15037857,0.17810327,0.16473609,1
0.31225285,0.25740024,0.19253285,0.21297978,0.14408937,0.13818039,0.1321635,0.12736198,1
0.27755025,0.26638675,0.21329272,0.2352934,0.12225963,0.15361395,0.08635868,0.16756196,1
0.34649816,0.32376254,0.21977107,0.18099041,0.13016808,0.15450831,0.11155715,0.15208869,1
0.3363255,0.31507072,0.21012774,0.2370706,0.18134922,0.14050144,0.12295938,0.17064722,1
0.33531365,0.2686889,0.230967,0.16828093,0.18993074,0.11826187,0.14663216,0.1300594,1
0.2749612,0.25630537,0.2110921,0.19280194,0.1033942,0.13478,0.15202077,0.13337268,1
0.4814492,0.41038015,0.26574767,0.17583701,0.13963641,0.14420755,0.17457512,0.14842539,1
0.40681002,0.34160438,0.19603851,0.19160332,0.114123106,0.12066301,0.10948127,0.12043219,1
0.2763754,0.2594174,0.20534332,0.19734776,0.1708123,0.15501559,0.18185641,0.110955074,1
0.32653248,0.2889426,0.18185653,0.214165,0.09918558,0.12803914,0.12472727,0.15126723,1
0.2594976,0.24805894,0.24040402,0.18464142,0.10042222,0.19423456,0.16465639,0.13039878,1
0.35261157,0.34306484,0.21681179,0.23456061,0.124420755,0.14343375,0.1852465,0.10726326,1
0.29204097,0.27133498,0.2035289,0.17277968,0.1689917,0.13778175,0.16247247,0.1302191,1
0.3583999,0.31990895,0.19778253,0.19799155,0.15847178,0.1290071,0.11893938,0.14761761,1
0.30900475,0.27782065,0.19279246,0.17327785,0.17900257,0.122131,0.12521625,0.13973574,1
0.35839197,0.3485552,0.21456444,0.19302006,0.18249689,0.15249711,0.13949926,0.12384242,1
0.32744315,0.2545914,0.18084717,0.22770675,0.17119405,0.15360911,0.141905,0.13511881,1
0.34096587,0.2725078,0.2084456,0.23294693,0.11803091,0.1773702,0.14871745,0.12080447,1
0.36562473,0.28910568,0.15862103,0.21433452,0.14705622,0.16166218,0.169989,0.18082988,1
0.2853021,0.25358918,0.2134462,0.18945597,0.13364153,0.15710352,0.120910585,0.15519854,1
0.3387858,0.2880269,0.20571253,0.19717361,0.16911075,0.14444456,0.14332208,0.16486771,1
0.35654935,0.28007114,0.20488888,0.20051382,0.14758213,0.13812083,0.109489396,0.10793283,1
0.3841051,0.30114254,0.2024027,0.23939043,0.19612789,0.15028732,0.118490025,0.14643858,1
0.3235972,0.27222243,0.2106415,0.2369584,0.15005201,0.14569698,0.17776148,0.16695777,1
0.34444734,0.2795267,0.20416562,0.17864329,0.16140133,0.16805883,0.14389592,0.11084203,1
0.34550166,0.3137408,0.18507624,0.19897912,0.1491664,0.1357948,0.13080743,0.14660978,1
0.29787794,0.2740706,0.14699063,0.19075094,0.14742388,0.1461504,0.1522193,0.15535915,1
0.32286513,0.30722982,0.19405086,0.1917314,0.17228575,0.16064131,0.1318791,0.13602242,1
0.337554,0.32889527,0.24588446,0.21093726,0.13121492,0.12895702,0.13980773,0.13954753,1
0.30785063,0.2647392,0.20910868,0.18997398,0.11723237,0.15670669,0.1500789,0.15812193,1
0.33405507,0.28437835,0.21108344,0.18885009,0.17399962,0.16872036,0.11999743,0.18098114,1
0.30543113,0.2664488,0.20203726,0.17617714,0.16174339,0.1769813,0.143166,0.1788647,1
0.29754797,0.25916728,0.20882702,0.15317878,0.15533833,0.15735309,0.12156922,0.1756437,1
0.33081576,0.26938102,0.19360864,0.19930099,0.12425833,0.13544104,0.13658993,0.15696166,1
0.34579134,0.30374795,0.18581484,0.21543321,0.13384962,0.14312547,0.14595558,0.1551749,1
0.30713466,0.25768825,0.20736021,0.20469801,0.10857796,0.14236216,0.17161195,0.12959331,1
0.3202173,0.26053658,0.21549855,0.18894275,0.1661317,0.15741268,0.14290313,0.13484824,1
0.32734117,0.26967463,0.19340013,0.1475351,0.16463558,0.16153337,0.13591588,0.15932502,1
0.31992358,0.28242084,0.24031214,0.21903111,0.12519316,0.19249815,0.09386661,0.14448446,1
0.2636485,0.25862825,0.18612376,0.20435415,0.15560007,0.14089566,0.12598424,0.13837779,1
0.36128157,0.31929153,0.21659385,0.19248255,0.1661863,0.1503527,0.11777795,0.11474493,1
0.40240124,0.31504813,0.23536094,0.1746421,0.18006411,0.17438908,0.15865566,0.19102104,1
0.3436825,0.2920025,0.22359067,0.20318231,0.15923007,0.13790782,0.13742068,0.15056352,1
0.32346177,0.27367625,0.22987819,0.21696843,0.15959007,0.12816626,0.1443484,0.14340056,1
0.3717984,0.29376498,0.22196814,0.19627479,0.1778501,0.17439038,0.18266946,0.12269841,1
0.3317423,0.2846066,0.18791743,0.23785776,0.12748644,0.13044025,0.13274637,0.14713407,1
0.30005577,0.2568806,0.17257568,0.18011451,0.1476121,0.17326398,0.14858244,0.14239459,1
0.32955205,0.23000276,0.1947669,0.18291609,0.1507362,0.15070775,0.14154087,0.13083434,1
0.33847135,0.24330771,0.16355719,0.20465116,0.1511228,0.12911765,0.16849034,0.15410681,1
0.54326206,0.44368833,0.23786502,0.22793442,0.16293886,0.15087917,0.15661144,0.137787,1
0.37040627,0.33458018,0.2128984,0.20325658,0.15833178,0.1497854,0.11890645,0.16382037,1
0.3593335,0.30696926,0.22342718,0.18986748,0.14251526,0.15477012,0.17169572,0.14810309,1
0.34248605,0.31088227,0.25499547,0.19582617,0.13537906,0.17521052,0.12794715,0.16289511,1
0.32482967,0.22490588,0.21591039,0.20921403,0.15155974,0.14427888,0.13017455,0.15358795,1
0.35772574,0.27058733,0.21165326,0.15209599,0.18242952,0.12716044,0.15514511,0.1579843,1
0.40726987,0.3519994,0.25140887,0.20719047,0.16162111,0.16505046,0.16351154,0.18018812,1
0.33233672,0.2848354,0.21759555,0.18841779,0.18431236,0.1656497,0.16410317,0.11981752,1
0.39616016,0.33213907,0.20522916,0.1953624,0.15961258,0.12749168,0.17184514,0.16411765,1
0.3732728,0.32646698,0.20397954,0.20500457,0.12353393,0.12857433,0.18470769,0.103486046,1
0.33631405,0.2947076,0.18290243,0.2070015,0.15548748,0.09098899,0.12493581,0.13200273,1
0.30826482,0.2819319,0.22167067,0.1479767,0.14449483,0.17835505,0.15603621,0.14403683,1
0.37748796,0.31410494,0.17126629,0.17010747,0.15903984,0.15214957,0.14336869,0.13369606,1
0.34883693,0.32883397,0.21946727,0.20268744,0.1597924,0.16355108,0.16228357,0.13340573,1
0.32502344,0.30344662,0.22198035,0.1777205,0.18509017,0.1586,0.16588505,0.13682751,1
0.3399391,0.27774894,0.21691643,0.21291235,0.16415809,0.1530397,0.14415215,0.14565843,1
0.421204,0.38242966,0.2574105,0.22476597,0.13761021,0.13904865,0.15602534,0.15806715,1
0.32612115,0.23900731,0.21363391,0.18662684,0.14588349,0.15495585,0.14424208,0.111282386,1
0.29711255,0.28885767,0.20060152,0.20624404,0.14725766,0.19485343,0.14578491,0.15996088,1
0.3112339,0.25384748,0.19171499,0.18559903,0.13319181,0.15701368,0.12924644,0.18096212,1
0.37192038,0.3353363,0.23030879,0.188711,0.1779946,0.1403975,0.15377925,0.14854413,1
0.33916995,0.30312592,0.20466566,0.2457838,0.13038358,0.16631755,0.16425796,0.16412334,1
0.31929836,0.28248024,0.21956454,0.20806806,0.2146161,0.1501857,0.13536833,0.17429313,1
0.3464184,0.29254654,0.19806646,0.1844193,0.119952425,0.15210645,0.13937995,0.15586433,1
0.35301203,0.27420986,0.22580113,0.2068951,0.12113629,0.16829386,0.14418204,0.1173165,1
0.3337415,0.2864677,0.16826656,0.17577866,0.14876957,0.18300252,0.14068243,0.16749127,1
0.3238235,0.3272663,0.18749365,0.20815611,0.16438746,0.14312147,0.14380845,0.16355132,1
0.33929613,0.28175837,0.22910362,0.20095482,0.15172322,0.1667373,0.15974666,0.1465732,1
0.32239565,0.2724072,0.21554303,0.18092684,0.12131866,0.15028119,0.14633219,0.16736758,1
0.32916835,0.27005276,0.18402788,0.1702736,0.12722895,0.14304504,0.14120714,0.14054638,1
0.319224,0.2486271,0.19482978,0.13778578,0.10639027,0.13750412,0.08594973,0.15719247,1
0.29633904,0.27323925,0.21343127,0.22185086,0.16502036,0.17304924,0.097748704,0.17780519,1
0.2897861,0.23375407,0.21347682,0.20522545,0.14793456,0.12884982,0.11593771,0.13378692,1
0.35411698,0.2795905,0.2090288,0.1987749,0.15902366,0.17816198,0.13295539,0.16269146,1
0.3064937,0.28190655,0.170124,0.1995865,0.11842069,0.16129419,0.11969234,0.14375027,1
0.29440176,0.25761595,0.19272931,0.20143414,0.16215083,0.1675835,0.15120216,0.14141643,1
0.28105217,0.2555219,0.12754792,0.17607595,0.14873938,0.11606332,0.17111687,0.17192098,1
0.32440725,0.2740885,0.19817296,0.18012848,0.13979733,0.15749857,0.1569132,0.15027057,1
0.3139779,0.27583382,0.2149682,0.16516046,0.13981654,0.17215914,0.11363034,0.12856846,1
0.3543677,0.3000582,0.20339999,0.20196109,0.15688525,0.15100583,0.15604724,0.15173388,1
0.33121318,0.28173298,0.26160738,0.2078177,0.109598085,0.13447711,0.14551122,0.15419258,1
0.30550605,0.25969186,0.2790111,0.19302215,0.17246069,0.15225445,0.1525235,0.12321783,1
0.40728453,0.28808606,0.21840225,0.19205466,0.14742382,0.16786036,0.15493864,0.14426647,1
0.34843367,0.29026002,0.20118357,0.21038905,0.1671484,0.16020255,0.106554404,0.12132542,1
0.34517846,0.27358186,0.19791164,0.18123722,0.13566194,0.14951979,0.16016984,0.15199788,1
0.39643458,0.32759997,0.19919038,0.17446776,0.17873053,0.13922054,0.15485378,0.1397207,1
0.29282492,0.28294238,0.19820361,0.22881947,0.16918032,0.15931557,0.1679597,0.16904002,1
0.40257928,0.32863894,0.24376392,0.18289301,0.17347975,0.12280227,0.13910455,0.14694469,1
0.34375396,0.28018093,0.20828792,0.20930465,0.1873981,0.12686977,0.13252465,0.14137806,1
0.36968073,0.34094277,0.24262375,0.22510494,0.15701202,0.15011878,0.17531943,0.14741522,1
0.30175743,0.271029,0.22081561,0.2151936,0.17842364,0.19221072,0.15837169,0.13973986,1
0.34126493,0.28348064,0.21749525,0.19387643,0.14238408,0.1529301,0.14129788,0.15116966,1
0.3320269,0.30012408,0.18116885,0.1506157,0.17019346,0.14959455,0.1747361,0.11812096,1
0.31537858,0.25931922,0.15307547,0.18421979,0.15755011,0.15448916,0.17368174,0.12203406,1
0.43128815,0.3806525,0.21913011,0.19759572,0.14535336,0.14054474,0.14679602,0.14643364,1
0.4237962,0.35295987,0.22328317,0.2240999,0.16054311,0.13386323,0.14276633,0.15144649,1
0.31731382,0.2923241,0.19541462,0.19454722,0.15742622,0.15987907,0.14671296,0.124067016,1
0.4014958,0.3301302,0.21983598,0.20967276,0.16006255,0.19667101,0.12047123,0.1159154,1
0.3091466,0.26017806,0.1866146,0.20632224,0.14068234,0.13306086,0.12752162,0.15405054,1
0.36398086,0.2947676,0.20561108,0.19402316,0.11239802,0.1143678,0.14407891,0.17428777,1
0.31728375,0.30093384,0.18440568,0.15612729,0.1413083,0.14603713,0.14663158,0.14149727,1
0.3045575,0.27777007,0.2213509,0.2081936,0.13477184,0.17057133,0.16179551,0.14736825,1
0.34945884,0.29625106,0.24802369,0.2123604,0.1364229,0.14843737,0.1336269,0.12369074,1
0.29597822,0.2818357,0.20233162,0.18052979,0.15730247,0.15893254,0.15681234,0.17140059,1
0.30185094,0.3049131,0.22391918,0.18218236,0.15753646,0.16981964,0.16821179,0.11740182,1
0.3128369,0.26200825,0.17830567,0.20730235,0.13167758,0.13787748,0.12591887,0.07453502,1
0.34012747,0.2821434,0.18812719,0.15767787,0.17108172,0.13980676,0.1441649,0.15500094,1
0.28661847,0.24569628,0.20274985,0.18478246,0.13221174,0.16288862,0.15357125,0.12801394,1
0.3596271,0.2627931,0.20135427,0.19879773,0.1318449,0.13994609,0.13408045,0.15320139,1
0.36588746,0.33943507,0.2435747,0.20604874,0.16795723,0.15606894,0.1319117,0.12564051,1
0.3408954,0.2648141,0.21237697,0.17283113,0.1481262,0.15992218,0.14215109,0.16309929,1
0.296586,0.26751807,0.17001927,0.18308963,0.14045139,0.15716419,0.14509805,0.14250088,1
0.31037158,0.2879555,0.23906302,0.19273652,0.15003724,0.1598386,0.17318632,0.13804628,1
0.3990222,0.3498073,0.23191243,0.21302697,0.15245296,0.16142839,0.11299188,0.18731703,1
0.3147974,0.28018224,0.17350419,0.229512,0.16352007,0.14153151,0.1318081,0.17864136,1
0.3284977,0.29673192,0.21120572,0.19238192,0.099029735,0.14284356,0.14996196,0.11599071,1
0.30651754,0.2694064,0.22290674,0.19833422,0.18339652,0.123750366,0.11626341,0.15384604,1
0.3560293,0.2828262,0.2133353,0.19545735,0.18505542,0.108300745,0.11503428,0.12329957,1
0.32203886,0.23522973,0.16858587,0.16028467,0.17739783,0.14220159,0.107461914,0.12845501,1
0.31295833,0.28390738,0.18161876,0.18743068,0.13884151,0.113114,0.15415347,0.12111408,1
0.33335918,0.28394964,0.20279497,0.19153698,0.18967804,0.15919277,0.12894395,0.14013316,1
0.33702356,0.27315286,0.23568398,0.20981684,0.14362599,0.14542034,0.14644516,0.14525345,1
0.3404665,0.30241308,0.20446126,0.18682818,0.18520935,0.17167692,0.16281354,0.12559187,1
0.33955568,0.27459297,0.1743882,0.21464817,0.13466841,0.13114242,0.08682398,0.12842527,1
0.30318612,0.28311676,0.18031546,0.21245019,0.16296688,0.14409804,0.1322164,0.12591504,1
0.2785313,0.2507785,0.19682862,0.18939601,0.16604581,0.13643022,0.13975519,0.14801653,1
0.26426384,0.27912763,0.16461484,0.15719353,0.13935186,0.17347513,0.12370917,0.12940592,1
0.3541889,0.3244977,0.19402055,0.20490001,0.13535689,0.15027498,0.1208788,0.14686027,1
0.3243791,0.26492158,0.22571382,0.18721907,0.17492202,0.13499413,0.102507286,0.112130836,1
0.37122697,0.2901781,0.22727694,0.19341412,0.14545476,0.12807219,0.15489757,0.16775396,1
0.3349313,0.3090444,0.20036635,0.18816534,0.18657757,0.20439912,0.11525395,0.15227778,1
0.3107786,0.2850425,0.2088781,0.16793166,0.15541348,0.15563431,0.13230477,0.1360185,1
0.29020396,0.25114638,0.19923492,0.17187174,0.13718894,0.13814743,0.12301243,0.15046547,1
0.30939153,0.2630221,0.21588619,0.17667943,0.15946583,0.13889676,0.1488657,0.14028038,1
0.33324623,0.32531604,0.18172719,0.20213431,0.1732258,0.14194682,0.13473052,0.14284506,1
0.28811416,0.29753193,0.2562728,0.18862222,0.14271809,0.14222968,0.15204829,0.11818431,1
0.28471762,0.28352275,0.18861078,0.14567973,0.14063413,0.13116172,0.2001217,0.14681393,1
0.46873614,0.42410898,0.30106273,0.21211568,0.1512033,0.17357083,0.13315643,0.1458213,1
0.30527672,0.27042457,0.23198608,0.20954908,0.14436181,0.17107531,0.14329146,0.12962267,1
0.41417658,0.29895726,0.22534156,0.22819173,0.16703017,0.15575045,0.14891043,0.17145196,1
0.33615312,0.28697824,0.21742286,0.1467473,0.102457546,0.12629223,0.11153703,0.12591405,1
0.40253118,0.32658944,0.24441046,0.19437285,0.10822041,0.14900258,0.11339954,0.12851024,1
0.31071928,0.26647618,0.18171361,0.2089365,0.14161256,0.14360134,0.12553409,0.14507142,1
0.29791793,0.2502296,0.2125548,0.21392767,0.14694385,0.12603593,0.13239346,0.12677771,1
0.28900024,0.25900796,0.1977013,0.21543638,0.15913704,0.14297974,0.1504653,0.15902893,1
0.34237567,0.24255843,0.1873522,0.19274049,0.17002273,0.12135819,0.11764372,0.14024815,1
0.31073004,0.27196398,0.21142976,0.18827854,0.16887066,0.17296833,0.16189279,0.16056228,1
0.384882,0.26747084,0.16609846,0.19421822,0.1365802,0.15303688,0.14681599,0.11117632,1
0.32369822,0.27603018,0.19937846,0.17415601,0.15521853,0.15021004,0.168958,0.115127206,1
0.3315286,0.3088304,0.22171149,0.21592644,0.18028462,0.13798499,0.11982414,0.20274337,1
0.3856333,0.3292117,0.21608981,0.19366932,0.1593259,0.14450736,0.15964316,0.15437533,1
0.3127893,0.2509421,0.22080985,0.19732971,0.16824731,0.18491326,0.14911172,0.1584194,1
0.30269983,0.28283367,0.19034041,0.19965404,0.17405166,0.1725938,0.14607863,0.11086788,1
0.42243958,0.30779737,0.2239549,0.21607508,0.15042998,0.16342609,0.09938441,0.16386166,1
0.32238615,0.31143415,0.17354174,0.22041528,0.16138591,0.16508934,0.15816212,0.14145474,1
0.32523158,0.279182,0.21092403,0.17682016,0.16858105,0.13063635,0.17947966,0.13025334,1
0.34020892,0.28072536,0.21539956,0.20660886,0.1472622,0.13420475,0.18133357,0.1723661,1
0.33429497,0.26239014,0.19019762,0.19641243,0.17436334,0.15626208,0.14311184,0.17549585,1
0.36692116,0.299642,0.20519447,0.16570728,0.16708292,0.15704073,0.1313214,0.17189462,1
0.37871125,0.31738728,0.23669042,0.19380282,0.16359687,0.12897107,0.14283375,0.18593203,1
0.35413095,0.2893993,0.22045475,0.16241837,0.1470329,0.14321738,0.16066447,0.14525023,1
0.27085853,0.28541932,0.18818001,0.17129008,0.16626714,0.11731739,0.13922296,0.14019534,1
0.36028752,0.3111854,0.23027521,0.18689783,0.17444111,0.16426203,0.16731507,0.11645081,1
0.32769468,0.28205076,0.18029167,0.20434643,0.16672976,0.19025171,0.16810896,0.15549994,1
0.34184796,0.24556752,0.19420864,0.18366301,0.1837402,0.15084594,0.13760099,0.1774879,1
0.32621524,0.2752422,0.23991568,0.1938246,0.15927437,0.1584036,0.107263565,0.17477943,1
0.30540925,0.28230366,0.20179315,0.17364956,0.1639748,0.13912216,0.16380012,0.14199166,1
0.35339403,0.30737597,0.19342801,0.19059409,0.12937222,0.140098,0.15774944,0.1353682,1
0.3118011,0.25586545,0.22071198,0.17317308,0.071495056,0.16249448,0.20028771,0.15301496,1
0.368055,0.30170155,0.19763279,0.16800797,0.15540776,0.18097253,0.13343717,0.12443219,1
0.34458026,0.29623288,0.20799924,0.19531721,0.13148825,0.14582226,0.15596528,0.15562506,1
0.3275103,0.24177451,0.18234426,0.219596,0.131803,0.15136755,0.12924494,0.13757397,1
0.323436,0.24676336,0.2057178,0.18236777,0.1520342,0.13210972,0.121196635,0.14194123,1
0.3620036,0.3056297,0.20416634,0.2296029,0.14023848,0.15255006,0.16883951,0.16018766,1
0.33498648,0.3296789,0.20114219,0.17551993,0.14019267,0.11409442,0.14613333,0.14028917,1
0.34662667,0.27189586,0.23370354,0.19948478,0.14353085,0.12118645,0.14656115,0.15207382,1
0.33619285,0.2842068,0.19083977,0.17317143,0.1770449,0.14005385,0.15845662,0.1720314,1
0.4414522,0.31829563,0.21852642,0.19370972,0.15853515,0.12331519,0.108267836,0.17246261,1
0.31994534,0.2860863,0.1967941,0.2633791,0.17041004,0.14317136,0.15371381,0.11857208,1
0.3596187,0.34800625,0.20663899,0.22920464,0.1320558,0.14896573,0.16054705,0.12123755,1
0.3573833,0.27310845,0.14138839,0.22375116,0.15053408,0.14803347,0.13583307,0.10042299,1
0.28392825,0.28165397,0.23359531,0.19472428,0.14525613,0.14297633,0.13541561,0.1487726,1
0.30416235,0.20248115,0.20048076,0.20548567,0.15231177,0.12405764,0.15066692,0.14002737,1
0.3158584,0.26749575,0.1933348,0.19823915,0.14709014,0.12761961,0.13908076,0.16716747,1
0.26738757,0.26828498,0.22314131,0.18175179,0.14622836,0.14463425,0.1611499,0.1290008,1
0.30665344,0.29338992,0.2055839,0.20537128,0.15490603,0.1662053,0.15756126,0.16027975,1
0.33420396,0.2838673,0.19337599,0.19844641,0.16964701,0.12423348,0.15515685,0.17285764,1
0.41126838,0.35804752,0.20668748,0.20419611,0.14237647,0.14885911,0.11500501,0.15496404,1
0.30982694,0.2879456,0.18065655,0.18503322,0.12898351,0.13047147,0.17295109,0.16401048,1
0.380352,0.29981726,0.21001342,0.17972657,0.14387676,0.12637946,0.15897942,0.13430695,1
0.3327698,0.2850497,0.20597522,0.22096881,0.13359855,0.15237774,0.12658438,0.1843944,1
0.33255705,0.27057305,0.21990187,0.1900804,0.14701834,0.1101516,0.13816822,0.14176783,1
0.38711014,0.32722914,0.19383486,0.19521084,0.18395638,0.1721756,0.14185119,0.12600203,1
0.29435092,0.28499484,0.18170618,0.195065,0.14921251,0.14774542,0.16597311,0.1625733,1
0.46280855,0.3660176,0.19883178,0.19573665,0.14930746,0.17816024,0.17129183,0.14072415,1
0.3981359,0.34677148,0.2255485,0.20100604,0.13475531,0.1643849,0.1571938,0.15496136,1
